,Egg_ID,ID,toeClip,TissueBox,sex,clutch,egg_encl_ID,mating_encl_ID,current_encl,species,trt,yolk,temp,mortality,liz_status,season,date_egg_laid_.day.m.year..,egg_date,hatch_date,Hatch_data_.day.m.year.,egg_mass,egg_length_mm,egg_width_mm,post_extract_mass,egg_mass_final,X.reduction,hatch_mass,hatch_svl,hatch_tl,hatch_total,death_date,notes,dev_time,days_alive,yr_post_hatch_mortality
58,EG034_20,NA,,,,CL011_20,E005_M,NA,,guichenoti,A-23,A,23,1,DEAD,2020/21,,20/10/2020,NA,,0.193,9.27,6.14,0.163,0.163,0.155440415,NA,NA,NA,,12/12/2020,egg died 12/12/20,NA,NA,NA
59,EG036_20,LD036_20,"""005(2345)""",Box 1.22,m,CL012_20,E016_M,NA,E001_F120,delicata,A-28,A,28,0,ALIVE,2020/21,,20/10/2020,22/11/2020,,0.136,9.39,4.95,0.115,0.115,0.154411765,0.094,18.438,23.825,42.263,NA,,33,NA,NA
62,EG042_20,LG042_20,"""4200""",Box 1.28,f,CL013_20,E001_M,NA,E055_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,,20/10/2020,8/12/2020,,0.154,8.24,6.03,0.138,0.138,0.103896104,0.111,17.724,23.136,40.86,NA,,49,NA,NA
63,EG043_20,NA,,,,CL014_20,E008_M,NA,,delicata,A-23,A,23,1,DEAD,2020/21,,22/10/2020,NA,,0.177,8.95,5.98,0.156,0.156,0.118644068,NA,NA,NA,,8/12/2020,egg died 8/12/20 - fullly developed,NA,NA,NA
64,EG044_20,LD044_20,"""3034""",Box 1.22,m,CL014_20,E008_M,NA,EM01,delicata,A-28,A,28,0,ALIVE,2020/21,,22/10/2020,22/11/2020,,0.197,8.99,6.53,0.178,0.178,0.096446701,0.131,19.067,26.312,45.379,NA,,31,NA,NA
65,EG045_20,NA,,,,CL015_20,E028_M,NA,,delicata,A-23,A,23,1,DEAD,2020/21,,25/10/2020,NA,,0.178,8.42,6.32,0.15,0.15,0.157303371,NA,NA,NA,,12/12/2020,"mostly water, bit of yolk; egg died 12/12/20",NA,NA,NA
66,EG046_20,LD046_20,"""1550""",Box 1.24,m,CL015_20,E028_M,NA,E061,delicata,A-28,A,28,0,ALIVE,2020/21,,25/10/2020,24/11/2020,,0.178,8.57,6.32,0.145,0.145,0.185393258,0.103,17.877,24.752,42.629,NA,"mostly water, bit of yolk",30,NA,NA
67,EG048_20,LD048_20,"""0005""",Box 1.22,,CL015_20,E028_M,NA,E002_F120,delicata,A-28,A,28,0,ALIVE,2020/21,,25/10/2020,22/11/2020,,0.172,8.43,6.33,0.15,0.15,0.127906977,0.111,17.372,24.277,41.649,NA,"mostly water, bit of yolk",28,NA,NA
68,EG050_20,LD050_20,"""(234)440""",Box 1.24,f,CL016_20,E022_M,NA,E019_F120,delicata,A-23,A,23,0,ALIVE,2020/21,,25/10/2020,16/12/2020,,0.182,9.51,6.17,0.16,0.16,0.120879121,0.126,18.571,24.267,42.838,NA,Chunks of yolk; may not be good,52,NA,NA
69,EG051_20,NA,,,,CL016_20,E022_M,NA,,delicata,A-28,A,28,1,DEAD,2020/21,,25/10/2020,NA,,0.186,9.03,6.41,0.165,0.165,0.112903226,NA,NA,NA,,29/10/2020,"mostly water, bit of yolk; Died 29/10/20, dissected and no embryo",NA,NA,NA
70,EG052_20,LG052_20,"""2000""",Box 1.28,f,CL017_20,E001_M,NA,E058_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,,25/10/2020,25/11/2020,,0.199,9.43,6.37,0.173,0.173,0.130653266,0.156,19.773,NA,NA,NA,"mostly water, bit of yolk, photo with LD not LG, tail tip is invisible",31,NA,NA
71,EG053_20,LG053_20,"""(2345)(345)2(123)""",Box 1.23,m,CL017_20,E001_M,NA,E066,guichenoti,A-23,A,23,0,ALIVE,2020/21,,25/10/2020,13/12/2020,,0.189,8.75,6.34,0.163,0.163,0.137566138,0.122,19.444,23.726,43.17,NA,,49,NA,NA
72,EG056_20,LG056_20,"""(345)(345)0(34)""",Box 1.23,m,CL018_20,E002_M,NA,E011_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,,25/10/2020,16/12/2020,,0.208,9.54,6.34,0.175,0.175,0.158653846,0.141,20.422,26.645,47.067,NA,perfect extraction of yolk,52,NA,NA
73,EG058_20,LD058_20,"""5550""",Box 1.23,m,CL019_20,E015_M,NA,E008_F120,delicata,A-28,A,28,0,ALIVE,2020/21,,27/10/2020,24/11/2020,,0.189,9.09,6.29,0.163,0.163,0.137566138,0.088,NA,NA,NA,NA,"Yolk, good extraction, no scale in the photo",28,NA,NA
74,EG060_20,LD060_20,"""4440""",Box 1.23,f,CL019_20,E015_M,NA,E007_F120,delicata,A-23,A,23,0,ALIVE,2020/21,,27/10/2020,12/12/2020,,0.166,9.04,5.89,0.146,0.146,0.120481928,0.102,18.026,22.06,40.086,NA,Very watery,46,NA,NA
75,EG061_20,LD061_20,"""0045""",Box 1.24,f,CL020_20,E024_M,NA,E018_F120,delicata,A-28,A,28,0,ALIVE,2020/21,,27/10/2020,25/11/2020,,0.183,8.17,6.49,0.154,0.154,0.158469945,0.126,18.799,25.124,43.923,NA,"Nicely yolky, perfect extraction",29,NA,NA
76,EG062_20,LD062_20,"""2333""",Box 1.23,,CL020_20,E024_M,NA,E004_F120,delicata,A-28,A,28,0,ALIVE,2020/21,,27/10/2020,26/11/2020,,0.173,8.36,6,0.151,0.151,0.12716763,0.126,18.244,24.807,43.051,NA,"Nicely yolky, perfect extraction",30,NA,NA
77,EG063_20,LD063_20,"""(25)242""",Box 1.26,f,CL020_20,E024_M,NA,E034_F120,delicata,A-23,A,23,0,ALIVE,2020/21,,27/10/2020,13/12/2020,,0.172,8.99,6.05,0.153,0.153,0.110465116,0.13,18.794,26.363,45.157,NA,"Nicely yolky, perfect extraction",47,NA,NA
78,EG066_20,NA,,,,CL021_20,E004_M,NA,,guichenoti,A-28,A,28,1,DEAD,2020/21,,27/10/2020,NA,,0.225,9.74,6.53,0.189,0.189,0.16,NA,NA,NA,,30/11/2020,Very watery; egg die 30/11/2020,NA,NA,NA
79,EG067_20,LG067_20,"""5032""",Box 1.24,f,CL021_20,E004_M,NA,E012_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,,27/10/2020,27/11/2020,,0.238,9.66,6.71,0.212,0.212,0.109243697,0.174,20.772,26.923,47.695,NA,Very watery,31,NA,NA
80,EG071_20,LG071_20,"""5550""",Box 1.26,m,CL022_20,E050_M,NA,E031_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,,27/10/2020,16/12/2020,,0.182,9.42,5.91,0.163,0.163,0.104395604,0.143,19.254,15.105,34.359,NA,Perfect yolk extraction - PHOTO TAKEN ON IPHONE,50,NA,NA
81,EG072_20,NA,,,,CL023_20,E028_M,NA,,delicata,A-28,A,28,1,DEAD,2020/21,,29/10/2020,NA,,0.135,7.99,5.66,0.12,0.12,0.111111111,NA,NA,NA,,5/12/2020,"ok, little yolk and water mix; died full form embryo 5/12/20",NA,NA,NA
82,EG073_20,LD073_20,"""5220""",Box 1.23,f,CL023_20,E028_M,NA,E007_F120,delicata,A-28,A,28,0,ALIVE,2020/21,,29/10/2020,28/11/2020,,0.131,7.65,5.71,0.119,0.119,0.091603053,0.106,18.885,25.449,44.334,NA,perfect yolk extraction - PHOTO TAKEN ON IPHONE,30,NA,NA
83,EG074_20,LD074_20,"""5400""",Box 1.24,f,CL023_20,E028_M,NA,E019_M,delicata,A-23,A,23,0,ALIVE,2020/21,,29/10/2020,19/12/2020,,0.128,7.87,5.52,0.114,0.114,0.109375,0.093,15.618,21.864,37.482,NA,prefect yolk extraction,51,NA,NA
84,EG075_20,NA,,,,CL023_20,E028_M,NA,,delicata,A-23,A,23,1,DEAD,2020/21,,29/10/2020,NA,,0.13,8.35,5.55,0.117,0.117,0.1,NA,NA,NA,,5/11/2020,perfect yolk extraction - PHOTO TAKEN ON IPHONE; Died 5/11/20,NA,NA,NA
85,EG078_20,NA,,,,CL024_20,E050_M,NA,,guichenoti,A-28,A,28,1,DEAD,2020/21,,29/10/2020,NA,,0.133,8.5,5.37,0.12,0.12,0.097744361,NA,NA,NA,,21/2/2021,"bad one possibly got emryo, but good yolk; egge died 21/2/21; embryo",NA,NA,NA
86,EG079_20,LG079_20,"""3300""",Box 1.28,m,CL024_20,E050_M,NA,,guichenoti,A-23,A,23,0,ALIVE,2020/21,,29/10/2020,19/12/2020,,0.147,8.72,5.65,0.131,0.131,0.108843537,0.102,17.352,21.132,38.484,NA,perfect yolk extration,51,NA,NA
87,EG081_20,LG081_20,"""4020""",Box 1.28,m,CL025_20,E054_M,NA,E058_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,,29/10/2020,1/12/2020,,0.182,8.6,6.55,0.161,0.161,0.115384615,0.114,19.212,25.853,45.065,NA,"ok extraction, bit of blood vessels, watery/yolk",33,NA,NA
88,EG082_20,NA,,,,CL025_20,E054_M,NA,,guichenoti,A-28,A,28,1,DEAD,2020/21,,29/10/2020,NA,,0.203,9.29,6.13,0.179,0.179,0.118226601,NA,NA,NA,,5/11/2020,"good extraction; little blood vessel, but mostly good; died 5/11/20",NA,NA,NA
89,EG083_20,NA,,,,CL025_20,E054_M,NA,,guichenoti,A-23,A,23,1,DEAD,2020/21,,29/10/2020,NA,,0.191,8.75,6.4,0.168,0.168,0.120418848,NA,NA,NA,,31/12/2020,perfect yolk extraction; egg died 31/12/20,NA,NA,NA
90,EG086_20,NA,,,,CL025_20,E054_M,NA,,guichenoti,A-23,A,23,1,DEAD,2020/21,,29/10/2020,NA,,0.179,9.1,6.12,0.155,0.155,0.134078212,NA,NA,NA,,24/11/2020,"OK, yolk, but watery; egg die 24/11/2020",NA,NA,NA
91,EG087_20,LG087_20,"""4020""",Box 1.24,f,CL026_20,E055_M,NA,E016_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,,29/10/2020,1/12/2020,,0.165,9.71,5.45,0.151,0.151,0.084848485,0.154,19.679,28.122,47.801,NA,prefect yolk extraction,33,NA,NA
92,EG088_20,LG088_20,"""0050""",Box 1.25,m,CL026_20,E055_M,NA,E026_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,,29/10/2020,21/12/2020,,0.129,9.75,5,0.12,0.12,0.069767442,0.155,20.03,28.582,48.612,NA,"maybe a different clutch; VERY dehydrated, may not survive, but perfect yolk extraction",53,NA,NA
93,EG090_20,LD090_20,"""1030""",Box 1.24,m,CL027_20,E025_M,NA,E018_F120,delicata,A-23,A,23,0,ALIVE,2020/21,,29/10/2020,16/12/2020,,0.156,8.72,5.95,0.138,0.138,0.115384615,0.098,16.592,22.638,39.23,NA,Perfect yolk extraction!,48,NA,NA
94,EG091_20,LD091_20,"""03(35)0""",Box 1.23,,CL027_20,E025_M,NA,E004_F120,delicata,A-28,A,28,0,ALIVE,2020/21,,29/10/2020,28/11/2020,,0.153,8.4,6.11,0.124,0.124,0.189542484,0.088,17.968,22.971,40.939,NA,Perfect yolk extraction!,30,NA,NA
95,EG093_20,NA,,,,CL028_20,E010_M,NA,,delicata,A-28,A,28,1,DEAD,2020/21,,29/10/2020,NA,,0.131,8.73,5.2,0.108,0.108,0.175572519,NA,NA,NA,,2/11/2021,Perfect yolk extraction!; Died 2/11/20 **** CHECK DATE,NA,NA,NA
96,EG095_20,LD095_20,,,,CL028_20,E010_M,NA,E045_F120,delicata,A-23,A,23,0,ALIVE,2020/21,,29/10/2020,18/12/2020,,0.126,8.73,5.36,0.112,0.112,0.111111111,0.098,16.703,20.851,37.554,NA,Perfect yolk extraction!,50,NA,NA
97,EG097_20,LG097_20,"""(345)42(35)""",Box 1.23,m,CL029_20,E055_M,NA,E011_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,,31/10/2020,2/12/2020,,0.158,9.56,5.5,0.137,0.137,0.132911392,0.117,18.626,23.983,42.609,NA,CL029 possibly 2 clutches; perfect yolk extraction,32,NA,NA
98,EG098_20,LG098_20,"""(45)(34)54""",Box 1.23,m,CL029_20,E055_M,NA,E005_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,,31/10/2020,2/12/2020,,0.212,9.89,6.42,0.185,0.185,0.127358491,0.154,19.933,27.016,46.949,NA,perfect yolk exttaction,32,NA,NA
99,EG099_20,LG099_20,"""3204""",Box 1.28,m,CL029_20,E055_M,NA,E057_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,,31/10/2020,24/12/2020,,0.159,9.12,5.86,0.141,0.141,0.113207547,0.12,19.721,24.362,44.083,NA,perfect yolk exttaction,54,NA,NA
100,EG100_20,LG100_20,"""2(345)20""",Box 1.24,m,CL029_20,E055_M,NA,E030_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,,31/10/2020,21/12/2020,,0.192,8.42,6.6,0.168,0.168,0.125,0.13,19.363,23.505,42.868,NA,perfect yolk exttaction,51,NA,NA
101,EG103_20,LG103_20,"""3030""",Box 1.23,,CL029_20,E055_M,NA,E003_F120,guichenoti,A-28,A,28,1,DEAD,2020/21,,31/10/2020,2/12/2020,,0.167,9.3,5.75,0.149,0.149,0.107784431,0.127,19.32,25.364,44.684,NA,perfect yolk exttaction,32,NA,NA
102,EG104_20,LG104_20,"""3000""",Box 1.25,,CL030_20,E051_M,,E023_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,,31/10/2020,23/12/2020,,0.207,10.11,6.03,0.177,0.177,0.144927536,0.163,20.372,25.838,46.21,NA,perfect yolk exttaction,53,NA,NA
103,EG105_20,NA,,,,CL030_20,E051_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,,31/10/2020,NA,,0.165,9.76,5.63,0.148,0.148,0.103030303,NA,NA,NA,,5/11/2020,perfect yolk exttaction; died 5/11/20,NA,NA,NA
104,EG108_20,NA,,,,CL030_20,E051_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,,31/10/2020,NA,,0.196,9.7,6.14,0.175,0.175,0.107142857,NA,NA,NA,,5/11/2020,mostly perfect extraction; little bit of blood vessels; died 5/11/20,NA,NA,NA
106,EG110_20,LG110_20,"""2230""",Box 1.23,f,CL031_20,E053_M,,E003_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,,31/10/2020,2/12/2020,,0.221,9.91,6.55,0.188,0.188,0.149321267,0.153,19.982,28.946,48.928,NA,perfect yolk exttaction; pulled to 2cc mark,32,NA,NA
107,EG111_20,LG111_20,"""5500""",Box 1.24,f,CL031_20,E053_M,,E016_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,,31/10/2020,21/12/2020,,0.161,8,6.32,0.142,0.142,0.118012422,0.122,19.078,23.579,42.657,NA,perfect yolk exttaction,51,NA,NA
108,EG112_20,LG112_20,"""0550""",Box 1.24,,CL031_20,E053_M,,E017_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,,31/10/2020,23/12/2020,,0.229,9.61,6.74,0.203,0.203,0.113537118,0.166,19.986,28.232,48.218,NA,perfect yolk exttaction,53,NA,NA
109,EG115_20,LG115_20,"""0045""",Box 1.24/1.26,f,CL032_20,E052_M,,E032_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,,31/10/2020,1/12/2020,,0.189,8.47,6.55,0.164,0.164,0.132275132,0.13,19.067,24.299,43.366,NA,perfect yolk exttaction,31,NA,NA
110,EG116_20,NA,,,,CL032_20,E052_M,,,guichenoti,A-23,A,23,1,DEAD,2020/21,,31/10/2020,NA,,0.191,8.67,6.73,0.169,0.169,0.115183246,NA,NA,NA,,16/1/2021,"OK, but got some blood vesels; died, fully formed embryo late stage 16/01/21",NA,NA,NA
111,EG117_20,LG117_20,"""0054""",Box 1.28,f,CL032_20,E052_M,,E054_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,,31/10/2020,1/12/2020,,0.187,8.45,6.81,0.165,0.165,0.117647059,0.132,18.613,25.192,43.805,NA,perfect yolk exttaction,31,NA,NA
112,EG119_20,LG119_20,"""3(234)22""",Box 1.23,f,CL033_20,E006_M,NA,E006_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,,31/10/2020,1/12/2020,,0.257,10.57,6.81,0.222,0.222,0.13618677,0.163,20.342,26.022,46.364,NA,perfect yolk exttaction,31,NA,NA
113,EG121_20,LG121_20,"""(12)(345)(345)5""",Box 1.23,f,CL033_20,E006_M,NA,E011_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,,31/10/2020,19/12/2020,,NA,NA,NA,NA,NA,,0.169,19.856,22.553,42.409,NA,,49,NA,NA
114,EG121_20**,LG121_20**,"""(34)040""",Box 1.23,m,CL033_20,E006_M,,E005_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,,31/10/2020,3/12/2020,,0.237,10.33,6.34,0.207,0.207,0.126582278,0.139,19.874,27.118,46.992,NA,"perfect yolk exttaction ** NOTE. This cannot be 121_20, as on 19/12/20 this egg hatched. This must be a number mix up. THe real 121_20 data is inserted below",33,NA,NA
115,EG122_20,LG122_20,"""034(12)""",Box 1.24,f,CL034_20,E003_M,,E012_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,,31/10/2020,4/12/2020,,0.17,9.86,5.6,0.148,0.148,0.129411765,0.148,20.121,26.786,46.907,NA,Not best; mostly albumin/watery but some yolk,34,NA,NA
117,EG125_20,NA,,,,CL035_20,E021_M,,,delicata,A-23,A,23,1,DEAD,2020/21,,31/10/2020,NA,,0.18,8.95,6.21,0.158,0.158,0.122222222,NA,NA,NA,,29/12/2020,"Not best; albumin mostly, but got some yolk; egg died 29/12/20",NA,NA,NA
118,EG127_20,LD127_20,"""0005""",Box 1.26,f,CL036_20,E029_M,,E040_F120,delicata,A-28,A,28,0,ALIVE,2020/21,2/11/2020,2/11/2020,3/12/2020,,0.16,8.72,5.73,0.144,0.144,0.1,0.102,17.971,23.617,41.588,NA,perfect yolk exttaction,31,NA,NA
119,EG128_20,NA,,,,CL036_20,E029_M,,,delicata,A-23,A,23,1,DEAD,2020/21,2/11/2020,2/11/2020,NA,,0.174,8.86,6.09,0.151,0.151,0.132183908,NA,NA,NA,,18/11/2020,perfect yolk exttaction; egg die 18/11,NA,NA,NA
120,EG131_20,NA,,,,CL037_20,E011_M,,,delicata,A-23,A,23,1,DEAD,2020/21,2/11/2020,2/11/2020,NA,,0.181,9.22,6.04,0.163,0.163,0.099447514,NA,NA,NA,,14/1/2021,watery with bit of red blood cells; egg died 14 Jan 21,NA,NA,NA
121,EG133_20,LD133_20,"""3300""",Box 1.23,,CL037_20,E011_M,,E001_F120,delicata,A-28,A,28,0,ALIVE,2020/21,2/11/2020,2/11/2020,30/11/2020,,0.192,9.26,6.12,0.167,0.167,0.130208333,0.111,18.615,24.928,43.543,NA,"yolk, but little watery",28,NA,NA
122,EG134_20,NA,,,,CL038_20,E052_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,2/11/2020,2/11/2020,NA,,0.173,10.06,5.44,0.15,0.15,0.132947977,NA,NA,NA,,16/11/2020,perfect yolk exttaction; egg die 16/11,NA,NA,NA
123,EG136_20,NA,,,,CL039_20,E052_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,2/11/2020,2/11/2020,NA,,0.235,9.2,6.86,0.2,0.2,0.14893617,NA,NA,NA,,11/11/2020,"yolk, but some vessels; egg die 11/11",NA,NA,NA
124,EG137_20,LG137_20,"""5500""",Box 1.26,m,CL039_20,E052_M,,E032_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,2/11/2020,2/11/2020,23/12/2020,,0.212,8.93,6.68,0.183,0.183,0.136792453,0.135,19.971,27.725,47.696,NA,perfect yolk exttaction,51,NA,NA
125,EG140_20,NA,,,,CL040_20,E054_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,2/11/2020,2/11/2020,NA,,0.184,9.53,5.78,0.155,0.155,0.157608696,NA,NA,NA,,16/11/2020,perfect yolk exttaction; egg die 16/11,NA,NA,NA
126,EG141_20,LG141_20,"""(234)(134)30""",Box 1.23,m,CL040_20,E054_M,,E066,guichenoti,A-23,A,23,0,ALIVE,2020/21,2/11/2020,2/11/2020,24/12/2020,,0.188,9.72,5.91,0.169,0.169,0.10106383,0.166,20.707,29.599,50.306,NA,perfect yolk exttaction,52,NA,NA
127,EG142_20,LG142_20,"""(2345)(345)0(23)""",Box 1.24,m,CL041_20,E050_M,,E067,guichenoti,A-23,A,23,0,ALIVE,2020/21,2/11/2020,2/11/2020,26/12/2020,,0.173,9.43,5.66,0.152,0.152,0.121387283,0.152,20.782,25.382,46.164,NA,,54,NA,NA
128,EG144_20,LG144_20,"""4440""/""(All)(All)(1234)(12)""",Box 1.24,m,CL042_20,E051_M,,E012_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,2/11/2020,2/11/2020,3/12/2020,,0.185,10.11,5.72,0.156,0.156,0.156756757,0.126,19.123,25.274,44.397,NA,perfect yolk exttaction,31,NA,NA
129,EG146_20,NA,,,,CL043_20,E054_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,3/11/2020,3/11/2020,NA,,0.149,8.96,5.25,0.129,0.129,0.134228188,NA,NA,NA,,11/11/2020,perfect yolk exttaction; egg die 11/11,NA,NA,NA
130,EG147_20,LG147_20,"""0300""",Box 1.25,m,CL044_20,E005_M,,E021_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,4/11/2020,4/11/2020,29/12/2020,,0.195,9.52,6.16,0.166,0.166,0.148717949,0.163,19.648,25.153,44.801,NA,a bit watery,55,NA,NA
131,EG148_20,LG148_20,"""5020""",Box 1.24,,CL044_20,E005_M,,E017_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,4/11/2020,4/11/2020,6/12/2020,,0.187,8.65,6.31,0.155,0.155,0.171122995,0.144,19.877,24.898,44.775,NA,,32,NA,NA
132,EG151_20,LD151_20,"""4001""",Box 1.27,m,CL045_20,E030_M,,,delicata,A-23,A,23,0,ALIVE,2020/21,4/11/2020,4/11/2020,22/12/2020,,0.116,7.87,5.15,0.1,0.1,0.137931034,0.114,17.599,22.046,39.645,NA,perfect yolk exttaction,48,NA,NA
134,EG155_20,NA,,,,CL046_20,E021_M,,,delicata,A-23,A,23,1,DEAD,2020/21,4/11/2020,4/11/2020,NA,,0.139,8.32,5.57,0.123,0.123,0.115107914,NA,NA,NA,,29/12/2020,a bit watery; egg died 29/12/20,NA,NA,NA
135,EG156_20,LD156_20,"""0350""",Box 1.25,m,CL046_20,E021_M,,,delicata,A-28,A,28,0,ALIVE,2020/21,4/11/2020,4/11/2020,4/12/2020,,0.145,8.9,5.44,0.126,0.126,0.131034483,0.086,17.181,21.628,38.809,NA,perfect yolk exttaction,30,NA,NA
136,EG160_20,LG160_20,"""0504""",Box 1.23,,CL047_20,E001_M,,E011_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,4/11/2020,4/11/2020,24/12/2020,,0.219,8.84,6.75,0.196,0.196,0.105022831,0.143,19.942,25.935,45.877,NA,perfect yolk exttaction,50,NA,NA
137,EG161_20,NA,,,,CL047_20,E001_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,4/11/2020,4/11/2020,NA,,0.215,9.6,6.43,0.189,0.189,0.120930233,NA,NA,NA,,12/12/2020,perfect yolk exttaction; egg died 12/12/20,NA,NA,NA
138,EG162_20,LD162_20,"""3440""",Box 1.24,m,CL048_20,E026_M,,E013_F120,delicata,A-23,A,23,0,ALIVE,2020/21,4/11/2020,4/11/2020,22/12/2020,,0.172,8.2,6.24,0.146,0.146,0.151162791,0.127,17.995,24.483,42.478,NA,perfect yolk exttaction,48,NA,NA
139,EG163_20,LD163_20,"""0555""",Box 1.25,m,CL048_20,E026_M,,E027_F120,delicata,A-28,A,28,0,ALIVE,2020/21,4/11/2020,4/11/2020,3/12/2020,,0.168,8.41,6.19,0.138,0.138,0.178571429,0.094,17.898,24.975,42.873,NA,perfect yolk exttaction,29,NA,NA
140,EG166_20,NA,,,,CL049_20,E031_M,,,delicata,A-23,A,23,1,DEAD,2020/21,4/11/2020,4/11/2020,NA,,0.138,8,5.72,0.116,0.116,0.15942029,NA,NA,NA,,29/12/2020,watery with bit of red blood cells; died 29/12/20,NA,NA,NA
141,EG167_20,NA,,,,CL049_20,E031_M,,,delicata,A-28,A,28,1,DEAD,2020/21,4/11/2020,4/11/2020,NA,,0.144,8.33,5.69,0.124,0.124,0.138888889,NA,NA,NA,,8/12/2020,perfect yolk exttaction; egg died 8 Dec 20; fully developed,NA,NA,NA
142,EG170_20,NA,,,,CL049_20,E031_M,,,delicata,A-28,A,28,1,DEAD,2020/21,4/11/2020,4/11/2020,NA,,0.137,8.05,5.7,0.113,0.113,0.175182482,NA,NA,NA,,12/12/2020,a bit watery; egg died 12/12/20,NA,NA,NA
143,EG171_20,NA,,,,CL050_20,E046_M,,,delicata,A-28,A,28,1,DEAD,2020/21,5/11/2020,5/11/2020,NA,,0.118,8.26,5.06,0.099,0.099,0.161016949,NA,NA,NA,,8/12/2020,egg died 8/12/20; fully formed embryo,NA,NA,NA
144,EG173_20,LD173_20,,Box 1.23,,CL050_20,E046_M,,,delicata,A-23,A,23,0,ALIVE,2020/21,5/11/2020,5/11/2020,23/12/2020,,0.116,8.17,5.01,0.104,0.104,0.103448276,0.98,17.565,21.658,39.223,NA,tail dropped and saved after sprint speed,48,NA,NA
145,EG174_20,LG174_20,"""3403""",Box 1.23,f,CL051_20,E053_M,,E012_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,5/11/2020,5/11/2020,26/12/2020,,0.162,8.62,5.79,0.137,0.137,0.154320988,0.141,19.344,26.589,45.933,NA,,51,NA,NA
146,EG175_20,LG175_20,"""4002""",Box 1.26,m,CL051_20,E053_M,,E035_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,5/11/2020,5/11/2020,6/12/2020,,0.161,9.07,5.62,0.135,0.135,0.161490683,0.126,18.798,3.744,22.542,NA,"born with no tail. Photo with LD, not LG",31,NA,NA
147,EG178_20,LD178_20,"""0250""",Box 1.24,f,CL052_20,E048_M,,E018_F120,delicata,A-23,A,23,0,ALIVE,2020/21,5/11/2020,5/11/2020,23/12/2020,,0.108,7.64,5,0.096,0.096,0.111111111,0.097,16.345,22.088,38.433,NA,a bit watery,48,NA,NA
148,EG179_20,LD179_20,"""1050""",Box 1.27,f,CL052_20,E048_M,,E049_F120,delicata,A-28,A,28,0,ALIVE,2020/21,5/11/2020,5/11/2020,3/12/2020,,0.097,7.75,4.73,0.085,0.085,0.12371134,0.075,17.016,23.323,40.339,NA,,28,NA,NA
149,EG182_20,LD182_20,"""(45)040""",Box 1.25,m,CL053_20,E019_M,,E029_F120,delicata,A-23,A,23,0,ALIVE,2020/21,6/11/2020,6/11/2020,27/12/2020,,0.158,8.89,5.84,0.133,0.133,0.158227848,0.123,18.258,23.426,41.684,NA,,51,NA,NA
150,EG183_20,LD183_20,"""(35)0(23)0""",Box 1.25,f,CL053_20,E019_M,,E022_F120,delicata,A-28,A,28,0,ALIVE,2020/21,6/11/2020,6/11/2020,7/12/2020,,0.159,8.41,6.03,0.138,0.138,0.132075472,0.117,18.464,26.329,44.793,NA,,31,NA,NA
151,EG186_20,LD186_20,"""4001""",Box 1.23,m,CL054_20,E030_M,,E010_F120,delicata,A-23,A,23,1,DEAD,2020/21,6/11/2020,6/11/2020,23/12/2020,,0.152,8.36,5.81,0.129,0.129,0.151315789,0.102,17.864,21.439,39.303,NA,,47,NA,NA
152,EG187_20,LD187_20,"""30(345)(245)""",Box 1.23,m,CL054_20,E030_M,NA,E007_F120,delicata,A-28,A,28,0,ALIVE,2020/21,6/11/2020,6/11/2020,5/12/2020,,0.162,8.38,6,0.143,0.143,0.117283951,0.11,17.551,24.916,42.467,NA,a bit watery,29,NA,NA
